question,option_1,option_2,option_3,option_4,correctAnswer,explanation,file name,type,rand,ID
\[ (3a + 2b)(2a + 4b) + a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.81880353,662
\[ 4\alpha^2 -5\alpha -25\beta^2 + 25\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.818817534,2327
\[ (2a -2b)(4a -4b) -2a(4a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.818992472,774
\[ (2a + 2b)(4a -3b) + 2a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.819106208,259
\[ 25\alpha^2 -4\alpha -16\beta^2 -16\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.819972241,2118
\[ (3a -3b)(3a + 2b) -2a(9a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.820302915,1189
\[ (2a + 2b)(4a + 2b) + a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.820396165,379
\[ (3a + 2b)(3a -4b) -2a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.820434487,1431
\[ (3a + 2b)(2a + 2b) -a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.820707912,838
\[ x^{2} + 2 x y + y^{2} + 2 x + 2 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.82085856,1993
\[ (2a + 2b)(4a -2b) -a(4a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.820942648,1384
\[ 4\alpha^2 -2\alpha -9\beta^2 -6\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.821546935,2156
\[ (3a -3b)(4a -4b) -a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.821730665,1469
\[ (3a + 3b)(4a + 4b) + 2a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.822055133,62
\[ (3a + 3b)(4a -3b) + a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.823346726,36
\[ (3a + 2b)(4a -2b) + 2a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.823405656,1300
\[ (3a -2b)(2a + 2b) + a(9a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.823607276,1409
\[ (2a -3b)(3a + 2b) -a(4a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.824082503,587
\[ 2 x^{2} -  x y -  y^{2} -  2 x + 2 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.824127194,2017
\[ 36 - (4m -n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.824345051,1687
\[ (2a + 2b)(2a + 5b) + 2a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.825720048,108
\[ (3a + 3b)(3a -5b) + a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.827131924,796
\[ 36 - (3m + 5n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.827474667,1726
\[ (2a + 3b)(4a + 4b) + 2a(6a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.82748162,1190
\[ 16 - (2m + 2n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.827483872,1770
\[ (2a -2b)(2a + 2b) + a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.827572882,645
\[ 25 - (5m -3n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.82786096,1546
\[ 2 x^{2} + 4 x y + 2 y^{2} -  4 x -  4 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.828187243,2004
\[ 4\alpha^2 -3\alpha -9\beta^2 + 9\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.828290572,2275
\[ (2a + 2b)(2a + 5b) -a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.828897633,639
\[ \alpha^2 -6\alpha -4\beta^2 -12\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.829093477,2288
\[ (3a + 3b)(2a + 2b) + 2a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.829144502,870
\[ 25\alpha^2 -2\alpha -16\beta^2 + 8\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.82914485,2181
\[ (3a + 2b)(3a -3b) -2a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.830048691,1010
\[ 3 x^{2} -  5 x y + 2 y^{2} + x -  y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.83063812,2070
\[ (3a -2b)(3a -3b) -a(9a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.831290826,232
\[ (2a -3b)(2a + 5b) -a(4a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.833413884,721
\[ 4 - (3m + n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.833747471,1808
\[ 3 x^{2} -  4 x y + y^{2} -  4 x + 4 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.834373716,1906
\[ (3a -2b)(2a + 5b) + 2a(6a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.834765061,821
\[ 49 - (5m -2n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.835241641,1649
\[ 16 - (4m + 2n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.835629374,1671
\[ (3a -2b)(2a + 5b) -a(9a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.83585,1014
\[ 16\alpha^2 -3\alpha -9\beta^2 -9\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.836142388,2227
\[ (3a -3b)(3a + 2b) -2a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.83688725,1341
\[ (3a + 3b)(2a -3b) + a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.837138276,278
\[ (2a -3b)(3a + 5b) -a(6a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.837449062,1386
\[ (3a -2b)(2a + 2b) -a(6a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.837767834,999
\[ 2 x^{2} -  3 x y + y^{2} -  3 x + 3 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.838182141,2053
\[ (2a -2b)(3a + 2b) -2a(4a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.838246061,881
\[ (3a + 2b)(4a -4b) -a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.838486485,1502
\[ (2a -3b)(4a + 2b) + a(4a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.839231632,1507
\[ (3a + 3b)(4a + 5b) + a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.839674282,251
\[ (3a + 2b)(4a + 3b) + 2a(9a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.83989899,362
\[ 3 x^{2} + 2 x y -  y^{2} -  x -  y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.84028964,1965
\[ (3a + 3b)(3a -2b) -2a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.841453763,777
\[ 9\alpha^2 -2\alpha -9\beta^2 -6\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.841671123,2295
\[ \alpha^2 -4\alpha -\beta^2 + 4\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.84214847,2084
\[ 9\alpha^2 -6\alpha -\beta^2 -6\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.842660795,2081
\[ (3a + 3b)(2a + 2b) -2a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.842730793,142
\[ 3 x^{2} + 5 x y + 2 y^{2} -  x -  y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.843600022,1929
\[ (3a + 3b)(2a -4b) + a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.843784131,602
\[ (3a + 3b)(3a -4b) + a(6a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.844151215,433
\[ 25 - (4m + 3n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.844287201,1643
\[ (2a + 2b)(3a -5b) + 2a(4a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.844588771,65
\[ x^{2} -  y^{2} + 4 x -  4 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.84469514,2044
\[ (2a -3b)(4a + 2b) + 2a(6a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.844727002,457
\[ 16 - (m -5n)^2 = \],\( (6 + 3m + 4n)(6 - 3m + 4n) \),\( (6 + 3m + 4n)(6 - 3m - 4n) \),\( (6 + 3m - 4n)(6 - 3m + 4n) \),\( (6 + 3m - 4n)(6 - 3m - 4n) \),2,a-b^2,2025_q2.jpg,a-b^2,0.844755274,1835
\[ \alpha^2 -\alpha -9\beta^2 -3\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.846503891,2126
\[ (3a -3b)(2a + 3b) -a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.846719555,567
\[ (2a + 3b)(3a + 5b) -2a(4a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.847271661,636
\[ (3a + 3b)(4a -4b) + a(9a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.847484731,528
\[ 9\alpha^2 -3\alpha -4\beta^2 -6\beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.848001073,2204
\[ 16\alpha^2 -\alpha -\beta^2 + \beta = \],\( (\alpha + \beta)(\alpha - \beta + 1) \),\( (\alpha + \beta)(\alpha - \beta - 1) \),\( (\alpha - \beta)(\alpha + \beta + 1) \),\( (\alpha - \beta)(\alpha + \beta - 1) \),4,移項分解再抽項,2022_q1.jpg,移項分解再抽項,0.848058095,2158
\[ (2a + 2b)(2a + 2b) + a(4a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.848438012,670
\[ (2a -2b)(2a -2b) -a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.849452328,1287
\[ (3a + 2b)(2a -3b) -2a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.849585823,586
\[ (2a + 3b)(3a + 2b) + a(4a + 6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.849616068,1052
\[ (2a + 3b)(2a + 2b) + 2a(6a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.849934212,1276
\[ (3a -2b)(4a -2b) -2a(9a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.850004859,768
\[ (3a + 2b)(3a -2b) + 2a(6a + 4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.85047852,1164
\[ (3a -2b)(4a + 3b) + a(9a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.850632387,1085
\[ (2a -3b)(3a -4b) -a(4a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.850733111,1467
\[ (2a -3b)(2a + 5b) + 2a(4a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.851432665,150
\[ (2a -2b)(3a + 5b) + 2a(4a -4b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.8514417,482
\[ x^{2} -  3 x y + 2 y^{2} -  2 x + 2 y \],\( (x + y)(2x + y - 4) \),\( (x + y)(2x - y + 4) \),\( (x - y)(2x + y - 4) \),\( (x - y)(2x - y + 4) \),1,因式分解再抽項,2023_q4.jpg,因式分解再抽項,0.85169939,2065
\[ (2a -2b)(3a + 3b) + 2a(6a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.852640145,443
\[ (2a -3b)(4a -3b) + 2a(4a -6b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.852727572,1026
\[ (2a + 3b)(3a -5b) -a(6a + 9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.852917502,1069
\[ (3a -3b)(3a + 3b) -2a(9a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.85363142,1506
\[ (2a -3b)(4a -3b) -2a(6a -9b) = \],\( (3a + 2b)(2a - 5b) \),\( (3a + 2b)(6a - 5b) \),\( (3a - 2b)(2a + 5b) \),\( (3a - 2b)(6a + 5b) \),1,抽項再分解,2020_q4.jpg,抽項再分解,0.853783282,1193
